teamName,matches,_FG_Scored,opp_FG_Scored,_FG_Attempted,opp_FG_Attempted,_FG_Percent,opp_FG_Percent,_2P_Scored,opp_2P_Scored,_2P_Attempted,opp_2P_Attempted,_2P_Percent,opp_2P_Percent,_3P_Scored,opp_3P_Scored,_3P_Attempted,opp_3P_Attempted,_3P_Percent,opp_3P_Percent,_eFG%,opp_eFG%,_FT_Scored,opp_FT_Scored,_FT_Attempted,opp_FT_Attempted,_FT_Percent,opp_FT_Percent,_ORB,opp_ORB,_DRB,opp_DRB,_AST,opp_AST,_STL,opp_STL,_BLK,opp_BLK,_TOV,opp_TOV,_PF,opp_PF,_PTS,opp_PTS
NonDivI-CarlowUniversity,3,19.0,48.0,66.6667,80.0,28.4667,59.8333,15.3333,29.3333,42.3333,40.6667,36.4,70.9333,3.6667,18.6667,24.3333,39.3333,14.8667,47.4,31.2,71.7,6.6667,10.3333,64.6667,16.6667,28.1333,61.0667,10.3333,16.3333,18.6667,40.0,7.0,33.6667,6.3333,13.0,1.6667,4.0,19.6667,9.6667,14.6667,13.0,48.3333,125.0
Bradley,31,25.7742,22.7419,57.9677,56.0645,44.6968,40.6097,18.0,15.9677,34.9677,34.9032,51.929,46.2677,7.7742,6.7742,23.0,21.1613,34.2548,31.6387,51.5129,46.6677,11.1613,12.9355,27.9032,26.9032,58.1581,61.7419,11.3226,8.3226,27.3548,23.3871,13.4194,9.9032,6.1935,7.3226,4.4516,2.1613,13.5484,12.3226,17.0,16.0968,70.4839,65.1935
NonDivI-MissouriS&T,1,19.0,31.0,59.0,69.0,32.2,44.9,14.0,23.0,40.0,39.0,35.0,59.0,5.0,8.0,19.0,30.0,26.3,26.7,36.4,50.7,23.0,22.0,31.0,29.0,74.2,75.9,8.0,20.0,21.0,37.0,8.0,18.0,9.0,11.0,2.0,8.0,12.0,14.0,22.0,20.0,66.0,92.0
Brown,29,25.4828,24.7586,58.5172,56.1034,43.6655,44.1517,18.2759,17.5862,35.4828,34.8276,51.869,50.4172,7.2069,7.1724,23.0345,24.1034,30.8517,32.9966,49.8552,50.5345,12.7931,12.7931,26.7586,21.0345,63.869,66.4793,10.4483,9.3448,25.1034,25.2069,12.1724,11.3793,6.6897,6.3103,3.8621,2.4828,13.1379,14.1379,18.0,18.2069,70.9655,69.4828
UTEP,34,24.7059,23.7647,57.3529,53.8824,43.2441,44.2824,17.0882,17.7353,35.5588,35.8529,48.1235,49.8706,7.6176,6.0294,21.7941,22.5294,35.1294,30.4618,49.8971,49.9441,12.1471,13.0588,30.0294,25.4412,60.7912,61.3559,8.0882,9.9118,24.0294,26.2647,12.1176,11.9118,7.4412,5.5882,3.5588,2.1765,11.6471,14.6471,18.2059,15.5294,69.1765,66.6176
Valparaiso,32,26.125,26.6562,56.875,58.5,45.9281,45.75,18.9375,19.0938,35.25,37.125,54.1281,51.5625,7.1875,7.5625,21.625,21.375,33.2594,34.7469,52.275,52.2812,11.3125,9.6562,23.8125,34.0312,67.8,53.0719,6.8438,7.9375,25.4688,25.4688,12.5,13.4375,6.375,5.8125,2.9688,3.0312,11.0625,11.4375,13.4688,14.125,70.75,70.5312
NonDivI-SalveRegina,1,22.0,36.0,50.0,75.0,44.0,48.0,16.0,26.0,32.0,40.0,50.0,65.0,6.0,10.0,18.0,35.0,33.3,28.6,50.0,54.7,9.0,7.0,16.0,88.0,56.2,7.5,7.0,17.0,21.0,23.0,10.0,22.0,4.0,10.0,0.0,2.0,24.0,11.0,12.0,15.0,59.0,89.0
CentralConnecticut,32,21.5625,26.3125,54.8438,57.125,39.3406,45.9781,14.2188,18.5,33.3438,34.6875,42.675,53.5437,7.3438,7.8125,21.5,22.4375,34.6438,35.075,46.075,52.85,11.3125,11.6875,25.625,20.5938,60.8,65.175,9.25,10.5312,22.625,25.9688,10.625,13.875,6.2188,7.0625,2.1875,3.75,13.7812,12.625,16.0938,15.2812,61.7812,72.125
NonDivI-Johnson&Wales(RI),1,16.0,33.0,55.0,73.0,29.1,45.2,11.0,25.0,37.0,43.0,29.7,58.1,5.0,8.0,18.0,30.0,27.8,26.7,33.6,50.7,10.0,24.0,12.0,26.0,83.3,92.3,3.0,17.0,24.0,37.0,3.0,19.0,6.0,13.0,2.0,3.0,23.0,14.0,21.0,19.0,47.0,98.0
Quinnipiac,31,25.4516,25.9032,59.0323,59.7419,43.1226,43.6419,16.5484,17.7742,33.1935,37.4194,50.0484,47.7129,8.9032,8.129,25.8387,22.3226,34.3387,36.7903,50.6581,50.5,12.0,11.5484,25.1613,25.6129,68.7323,62.629,9.871,9.9355,25.4839,24.4839,14.3226,12.3548,6.3548,6.9355,2.129,3.8065,12.9677,12.1613,16.7097,14.8387,71.8065,71.4839
Maryland,32,24.6875,25.8125,57.0,59.6562,43.3875,43.4438,17.7812,17.5625,35.8125,36.4062,49.3156,48.35,6.9062,8.25,21.1875,23.25,32.4438,35.3813,49.4281,50.3906,14.6562,10.875,19.3125,30.5938,76.3187,59.3844,9.4375,9.8125,25.7188,25.25,11.625,13.4688,6.375,5.625,3.1875,3.3125,11.4375,10.9062,15.1562,18.0938,70.9375,70.75
Princeton,30,30.3333,27.1333,62.2,59.7667,48.8767,45.2833,19.4333,20.8667,34.0,40.7667,57.4767,50.8933,10.9,6.2667,28.2,19.0,38.7867,33.7067,57.8367,50.5267,8.2667,9.5667,30.6333,33.7,45.9567,52.2933,8.9333,7.9667,26.6,25.6333,15.2333,10.7667,6.2,5.5333,1.8,3.0,10.1667,11.5333,14.0333,14.5333,79.8333,70.1
NonDivI-FisherCollege,3,18.3333,44.6667,71.6667,80.3333,25.7,55.6333,14.3333,34.6667,50.0,49.3333,28.6,70.4333,4.0,10.0,21.6667,31.0,19.2,31.8667,28.5,61.8,6.3333,11.3333,16.6667,16.0,38.7667,71.3667,8.3333,18.0,19.6667,45.6667,9.0,27.6667,8.3333,10.6667,2.0,7.6667,20.0,18.3333,11.6667,13.0,47.0,110.6667
Wagner,27,27.6667,22.2222,59.7407,53.2593,46.3593,41.6259,22.5556,16.0,41.8148,32.2222,53.6556,49.4481,5.1111,6.2222,22.963,21.037,26.9185,29.2667,50.6593,47.3963,14.0,14.037,29.6667,20.963,62.3889,65.1667,11.8519,9.3333,25.4074,22.9259,14.5185,11.5556,8.3704,6.2222,2.7778,2.963,12.5185,15.5185,19.8148,17.6667,74.4444,64.7037
SaintFrancis(NY),30,24.8667,26.0667,60.7667,56.7,41.18,46.3333,17.8667,20.3667,38.5,39.2333,46.6933,52.29,7.0,5.7,22.2667,19.8667,31.91,31.5367,46.9833,51.4133,10.5,12.7,29.6333,21.1667,54.31,65.78,11.3,9.8333,23.7,26.3,11.9,13.0333,6.6667,6.2667,2.6,3.8667,12.3667,13.1333,16.5667,14.7333,67.2333,70.5333
FairleighDickinson,26,24.3077,28.6923,59.8077,60.1923,40.6808,47.5154,17.4615,21.2692,38.6538,39.0385,45.3269,54.2038,6.8462,7.4231,21.1538,21.1538,31.3038,34.4269,46.3923,53.6577,11.7692,14.3462,22.5769,26.5385,65.3692,65.1885,10.3077,11.8077,22.7692,26.9231,11.8077,16.3462,6.4615,6.3846,2.9615,4.0385,13.7308,12.8846,18.2308,15.7308,67.2308,79.1538
Rider,33,25.0303,23.7273,60.5152,57.0909,41.7848,41.7121,19.4545,15.0606,43.1818,31.7273,45.5848,47.9636,5.5758,8.6667,19.303,25.3636,31.6455,34.3152,46.4485,49.4061,12.1515,13.1515,30.7273,20.6364,60.5485,67.3667,10.9091,10.0606,26.1515,26.3333,12.7273,13.0,6.8485,6.0,2.4545,3.8182,11.8485,12.7879,17.1212,16.3333,67.7879,69.2727
Richmond,37,25.2432,25.7027,57.0541,58.027,44.5216,44.4595,17.4054,18.5135,33.2703,37.0811,52.9405,50.1,7.8378,7.1892,23.7838,20.9459,32.6865,33.7595,51.4189,50.6649,12.7027,9.8378,22.027,36.0,66.2243,51.8162,7.5676,9.3514,24.7027,26.1892,14.3784,12.5946,7.5676,5.2703,2.3243,3.1081,9.7027,12.7297,13.8649,15.5676,71.027,68.4324
NorthTexas,32,22.5625,20.4375,51.0,49.4062,44.5344,41.4094,14.8438,16.25,29.4062,34.6875,50.4688,46.4906,7.7188,4.1875,21.5938,19.375,36.2688,27.4281,52.125,45.6531,12.25,10.6562,26.4375,25.0312,59.7531,59.925,10.4688,7.875,23.625,21.6562,10.9688,8.1875,6.5312,5.8125,2.7812,2.5,11.4375,12.125,15.8438,17.1562,65.0938,55.7188
NonDivI-St.JohnFisher,1,21.0,37.0,56.0,74.0,37.5,50.0,14.0,24.0,34.0,34.0,41.2,70.6,7.0,13.0,22.0,40.0,31.8,32.5,43.8,58.8,9.0,13.0,15.0,20.0,60.0,65.0,10.0,15.0,23.0,30.0,13.0,23.0,4.0,16.0,1.0,8.0,24.0,9.0,19.0,16.0,58.0,100.0
Canisius,32,24.2812,26.375,60.6875,57.3125,39.9906,46.4969,16.9062,20.7812,36.5938,39.0625,46.1562,53.7312,7.375,5.5938,24.0938,20.2812,29.9,30.575,46.0531,51.4531,12.5625,13.1562,23.5625,24.2188,65.4906,65.9938,11.125,8.6562,24.2812,27.75,13.0,13.0625,6.0312,5.2188,2.5938,4.375,11.8125,12.9375,17.1875,16.875,68.5,71.5
IUPUI,28,18.9643,22.9643,50.3929,50.9643,37.8429,45.1643,13.7857,15.6071,32.7143,30.0,42.7607,52.3893,5.1786,7.3571,17.6786,23.2143,29.7857,34.2464,42.9964,52.3893,8.5357,14.1071,28.7857,21.8214,51.2321,71.8286,10.1071,9.8929,20.5357,23.0714,10.1786,12.1786,5.6786,7.6429,2.3571,3.0357,16.5357,13.1786,17.9643,14.3929,51.6429,67.3929
Butler,33,22.697,24.303,54.5152,56.0,41.8121,43.6,15.7576,17.7273,31.7576,34.8182,49.7606,51.6515,6.9394,6.5758,22.7576,21.1818,30.5697,30.7788,48.2818,49.5758,11.5152,11.7576,23.7273,26.4848,62.0545,62.4909,9.0303,9.1515,23.7879,24.8182,11.0,12.0303,5.1818,5.6667,2.4242,4.2727,12.0,11.2727,16.697,16.9394,63.8485,66.9394
NonDivI-Chaminade,3,20.0,32.0,63.3333,60.0,31.4,54.4,14.3333,22.3333,44.0,35.6667,32.5667,63.4333,5.6667,9.6667,19.3333,24.3333,28.1667,41.2667,35.7667,62.6667,9.0,8.6667,15.3333,60.0,59.6,33.9333,15.0,8.6667,20.0,29.6667,8.0,17.3333,6.3333,7.0,2.3333,5.6667,12.6667,12.0,11.3333,13.0,54.6667,82.3333
NonDivI-SaginawValley,2,23.5,23.5,52.0,52.0,45.35,45.15,15.0,12.5,30.0,26.5,50.0,46.2,8.5,11.0,22.0,25.5,39.15,42.75,53.55,55.8,13.0,7.5,53.0,11.5,36.9,64.6,4.5,6.0,24.0,25.0,11.5,14.5,7.0,3.5,2.0,3.0,9.0,12.5,15.0,15.5,68.5,65.5
DePaul,31,26.3226,26.4194,60.7419,61.6774,42.9903,43.0097,19.7419,19.0968,39.9677,39.9355,48.9,48.171,6.5806,7.3226,20.7742,21.7419,31.329,33.7355,48.3645,49.0097,14.0645,12.0323,31.3226,24.7742,59.5613,65.4194,11.8387,10.6452,26.6774,25.5161,11.4194,12.7419,6.2258,6.3548,5.0,3.4839,12.2581,11.8387,15.7419,18.0323,73.2903,72.1935
Providence,33,24.4848,24.303,56.3333,59.3939,43.8545,40.9606,17.1212,17.8788,34.9394,37.9697,49.2697,47.0152,7.3636,6.4242,21.3939,21.4242,34.2848,29.8848,50.4545,46.3606,15.1818,11.1515,20.8485,23.6061,72.4121,61.5333,10.5455,10.2121,27.0606,24.2121,13.2424,11.1818,5.0303,5.8485,3.6667,3.697,11.4242,10.4545,15.9697,18.2727,71.5152,66.1818
SaintJohn's,32,30.2812,25.8438,66.7812,60.9375,45.7625,42.6187,23.0312,17.875,45.1562,37.5938,51.8,47.7812,7.25,7.9688,21.625,23.3438,33.0312,33.8656,51.2563,49.2125,11.7812,14.5,21.625,28.6562,63.0125,62.875,11.9688,11.875,25.875,27.0312,18.75,13.0625,8.8438,6.125,5.4688,4.0625,11.9062,15.9062,17.875,16.75,79.5938,74.1562
Marquette,32,26.9062,25.75,59.8438,62.4375,45.0,41.4188,18.3125,18.5625,34.8438,39.9688,52.4313,46.6219,8.5938,7.1875,25.0,22.4688,34.5031,31.3687,52.2594,47.1594,11.625,12.9375,34.2188,20.0625,54.9719,67.5594,7.8438,12.4375,26.9375,26.9688,15.9688,14.4688,7.7812,7.0,5.1562,3.1875,12.375,13.6562,17.375,15.125,74.0312,71.625
ClevelandState,31,27.5161,23.9355,57.5161,56.8387,48.0516,42.2161,21.1613,16.129,38.0968,32.3548,55.6032,49.8516,6.3548,7.8065,19.4194,24.4839,31.8516,31.3903,53.5677,49.0516,13.9677,14.2581,22.8065,21.0968,64.7387,72.7677,11.129,11.0,24.0645,21.6452,16.5484,13.0,8.6452,7.5484,3.3548,3.5806,13.5484,15.3548,18.2903,16.871,75.3548,69.9355
BYU,35,27.4286,24.6286,60.0571,58.6857,45.8286,42.0886,19.4286,17.8857,37.4,36.6857,52.52,49.1371,8.0,6.7429,22.6571,22.0,33.8714,30.26,52.48,47.8829,11.4,12.3429,28.6571,31.8571,58.3714,55.1086,10.7429,8.3143,28.5714,24.0286,14.6,11.8571,4.8,6.0857,3.1714,2.8571,12.6,10.7143,17.7429,16.8857,74.2571,68.3429
NonDivI-CentralMethodist,1,22.0,38.0,44.0,67.0,50.0,56.7,18.0,27.0,32.0,43.0,56.2,62.8,4.0,11.0,12.0,24.0,33.3,45.8,54.5,64.9,13.0,10.0,19.0,16.0,68.4,62.5,6.0,17.0,16.0,20.0,9.0,24.0,5.0,9.0,2.0,2.0,20.0,9.0,18.0,19.0,61.0,97.0
NonDivI-Westminster(UT),1,20.0,25.0,59.0,58.0,33.9,43.1,10.0,11.0,29.0,27.0,34.5,40.7,10.0,14.0,30.0,31.0,33.3,45.2,42.4,55.2,3.0,1.0,65.0,33.0,0.0,3.3,11.0,7.0,27.0,30.0,12.0,18.0,2.0,4.0,1.0,2.0,10.0,9.0,10.0,11.0,53.0,65.0
SanDiego,31,24.8387,25.8387,57.9677,59.0645,42.8484,43.7419,19.3548,20.5161,41.5806,42.7097,46.3645,48.3258,5.4839,5.3226,16.3871,18.9677,33.2355,31.8839,47.6129,48.2419,10.6774,10.2903,26.5484,24.1613,59.6806,61.7194,9.5484,9.0645,26.2581,25.9032,10.0,12.6129,5.0645,5.9032,3.6452,2.8387,12.4516,11.2258,15.9032,16.1613,65.8387,67.2903
LongBeachState,33,25.4848,26.4242,58.3636,59.4242,43.5364,44.5212,19.0303,18.3636,39.7273,36.0606,47.7121,51.2182,6.4545,8.0606,20.6667,23.3636,32.9939,33.6515,49.0364,51.2818,16.4242,12.0909,27.4545,27.697,69.6273,63.4485,9.7879,9.1212,25.3636,25.4242,12.4242,14.0303,7.0303,6.3939,3.0909,2.8182,13.2424,14.4545,16.4242,19.4242,73.8485,73.0
NonDivI-Westcliff,2,21.0,30.5,57.5,67.5,36.75,45.65,18.0,26.0,42.0,48.5,42.85,54.3,3.0,4.5,15.5,19.0,21.9,23.7,39.45,49.15,13.5,22.5,21.0,30.0,60.4,76.1,9.0,14.5,25.5,32.5,8.0,11.5,8.0,9.5,1.0,6.0,21.5,14.0,24.5,17.5,58.5,88.0
CalPoly,28,21.1786,22.6429,51.7857,54.6429,41.0821,41.5071,15.9286,15.5357,33.6786,35.0,47.5536,44.2536,5.25,7.1071,18.1071,19.6429,29.8214,35.65,46.3107,48.0321,13.8571,14.9286,26.75,23.1071,66.0429,72.0071,9.25,9.2857,25.7143,23.9286,10.5357,11.1786,4.7143,6.2143,2.4286,2.5,14.7143,11.7143,19.3929,19.3929,61.4643,67.3214
Idaho,31,25.1613,29.2258,56.9355,60.871,44.4548,47.9677,17.1613,22.0968,35.4194,40.4516,48.9677,54.6097,8.0,7.129,21.5161,23.0968,36.8258,33.4935,51.471,53.8742,14.6774,14.0323,21.7419,23.0323,72.4032,67.8129,8.1935,9.0968,26.0,26.4839,11.9355,12.1613,3.5484,6.2258,2.2258,3.5161,13.6129,10.4839,19.5806,18.8387,73.0,79.6129
PortlandState,31,26.4516,24.871,61.4194,55.871,43.0,44.8323,20.2903,17.4194,40.7742,34.8065,49.5226,50.7774,6.1613,7.4516,20.6452,21.0645,28.7355,35.8032,48.029,51.6387,14.4839,14.9677,24.9032,21.6774,70.0935,68.1645,10.2258,10.8065,23.6129,27.1613,11.3226,12.1613,9.2903,5.9677,3.2903,3.129,12.3871,17.2581,19.8065,18.7419,73.5484,72.1613
UCDavis,24,25.0417,23.0,56.9167,55.5,44.3458,41.4958,18.9583,16.5833,38.6667,36.7917,49.35,45.0083,6.0833,6.4167,18.25,18.7083,33.6208,34.9292,49.7542,47.2708,11.6667,13.9583,27.375,22.0833,57.2542,67.0,8.9583,10.1667,25.3333,25.1667,11.3333,10.8333,6.0,5.875,2.875,2.2917,12.5,13.3333,18.5,17.3333,67.8333,66.375
Hawaii,28,23.8214,23.2857,54.0714,55.6786,44.0107,41.9107,15.6786,18.0,31.3571,38.6786,50.2643,46.8036,8.1429,5.2857,22.7143,20.0,35.4107,28.3607,51.5821,46.6321,13.0714,12.2857,25.1071,22.3214,65.9607,68.9179,9.3214,8.3929,25.8571,22.3214,12.2857,8.8214,3.5357,6.4643,2.1429,2.6429,13.0357,10.5357,16.8214,18.25,68.8571,64.1429
UCSanDiego,29,24.0345,27.5517,54.1724,59.5172,44.5103,46.3172,14.8966,21.2759,29.4828,39.8621,50.6621,53.7862,9.1379,6.2759,24.6897,19.6552,37.2138,31.6414,52.8897,51.569,13.0,9.1724,28.8966,33.5517,64.6655,50.7276,5.931,9.2414,24.6207,25.9655,13.6207,12.931,5.7586,6.1379,1.8276,2.6207,12.5517,12.1034,14.6207,16.8966,70.2069,70.5517
CalStateFullerton,32,24.75,24.375,55.6562,55.375,44.5875,44.1687,19.25,16.5625,38.9375,34.5938,49.3844,47.6437,5.5,7.8125,16.7188,20.7812,31.9531,36.8469,49.5875,51.3094,14.9688,9.9688,24.5312,23.3125,72.8812,58.6719,9.75,8.9375,23.6875,23.0625,11.25,13.3438,7.2812,6.1562,1.9688,3.3438,12.125,13.875,15.875,19.1875,69.9688,66.5312
NonDivI-LifePacific,3,20.0,31.3333,51.3333,66.0,39.1667,47.4,9.6667,22.3333,24.0,38.0,39.5333,58.0,10.3333,9.0,27.3333,28.0,37.4,31.5333,49.1333,54.2667,5.0,13.0,43.0,18.6667,17.7667,70.2333,4.3333,18.6667,19.3333,28.6667,10.6667,19.3333,7.6667,11.6667,1.0,2.3333,19.3333,13.6667,18.0,11.6667,55.3333,84.6667
NonDivI-ColoradoCollege,2,19.5,33.5,56.0,65.0,35.15,51.55,14.0,23.5,33.0,43.5,42.3,53.3,5.5,10.0,23.0,21.5,24.25,43.7,40.5,59.2,9.0,19.0,49.5,26.0,30.25,75.15,5.0,14.5,20.0,33.0,10.0,20.0,7.0,7.5,2.5,6.5,16.0,13.5,19.5,14.5,53.5,96.0
NonDivI-BenedictineUniversity(AZ),2,18.0,35.0,56.0,72.0,32.15,48.6,11.5,25.5,37.5,52.5,30.7,48.35,6.5,9.5,18.5,19.5,34.65,46.15,38.1,55.3,11.0,12.5,16.5,17.0,65.4,74.95,9.0,14.5,25.0,32.5,9.5,16.5,2.5,10.5,1.5,7.0,20.0,9.5,19.5,17.0,53.5,92.0
NonDivI-Redlands,1,25.0,33.0,58.0,62.0,43.1,53.2,14.0,31.0,31.0,50.0,45.2,62.0,11.0,2.0,27.0,12.0,40.7,16.7,52.6,54.8,17.0,25.0,23.0,34.0,73.9,73.5,7.0,11.0,23.0,29.0,11.0,15.0,9.0,11.0,3.0,3.0,22.0,16.0,29.0,17.0,78.0,93.0
EasternWashington,34,26.6176,26.0882,58.6765,60.9118,45.4588,43.1,17.7647,17.7353,33.5588,35.4118,52.6294,50.0971,8.8529,8.3529,25.1176,25.5,35.3441,33.0647,53.0971,49.9706,14.7059,14.0588,33.6176,23.2647,63.6,70.7147,9.0,9.2353,27.5588,25.0,15.7353,12.5,5.5294,6.1471,2.7353,2.7059,13.2647,11.4706,18.6471,18.9706,76.7941,74.5882
NonDivI-St.Katherine,3,24.0,32.6667,61.6667,59.3333,38.8333,54.8333,19.3333,23.3333,44.6667,34.0,43.1333,69.4667,4.6667,9.3333,17.0,25.3333,25.5,36.8,42.6333,62.6,10.0,14.6667,14.0,20.0,72.7333,72.8667,9.6667,9.6667,19.0,31.0,11.6667,18.0,8.0,5.6667,2.0,4.6667,13.3333,13.3333,18.0,16.0,62.6667,89.3333
NonDivI-Bethesda,9,24.4444,34.8889,72.3333,72.2222,33.7889,48.2889,16.3333,24.1111,41.4444,42.0,40.1,57.6889,8.1111,10.7778,30.8889,30.2222,26.0333,34.4889,39.3667,55.7667,5.8889,18.2222,38.1111,24.8889,30.6889,72.0778,10.8889,17.4444,22.6667,39.2222,12.3333,23.3333,10.6667,9.5556,2.4444,3.0,16.0,15.4444,20.6667,12.6667,62.8889,98.7778
NonDivI-SanFranciscoState,2,23.5,34.5,73.5,66.5,32.1,52.25,15.0,25.5,41.0,43.0,36.75,58.1,8.5,9.0,32.5,23.5,26.25,39.65,37.95,59.0,9.5,25.0,40.5,34.5,32.6,71.8,8.0,14.5,23.0,45.5,14.5,25.5,8.0,3.5,2.5,5.5,15.0,18.0,28.5,16.5,65.0,103.0
NonDivI-SanDiegoChristian,2,17.5,34.5,59.5,64.5,29.6,53.5,13.0,23.5,41.0,38.5,31.5,60.35,4.5,11.0,18.5,26.0,25.1,40.65,33.4,62.0,9.5,11.0,14.0,19.0,67.4,58.6,8.0,8.5,26.0,36.5,9.0,21.5,2.0,10.5,3.0,3.5,15.5,7.5,16.0,13.5,49.0,91.0
NorthDakota,31,23.8387,29.2903,58.9032,59.9677,40.6129,48.8258,14.871,21.3226,32.9032,38.4516,45.4613,55.5226,8.9677,7.9677,26.0,21.5161,34.5355,37.6161,48.2581,55.4871,13.6129,12.2903,25.4194,22.3226,65.4871,65.2742,10.129,8.871,25.3226,27.4516,12.0323,13.5161,4.0,6.3548,1.871,2.9355,11.9677,9.9355,17.3871,18.6774,70.2581,78.8387
NonDivI-LaVerne,3,15.0,38.3333,51.6667,66.0,29.0333,58.5333,12.3333,29.6667,36.6667,46.0,33.7,66.3667,2.6667,8.6667,15.0,20.0,17.0667,43.1,31.6,65.1667,7.3333,14.3333,18.6667,21.0,37.9333,66.6,8.0,13.0,18.6667,34.3333,7.6667,23.3333,4.0,10.6667,0.3333,3.3333,19.6667,10.0,18.3333,18.6667,40.0,99.6667
Campbell,29,24.8621,22.7586,54.0345,53.3103,46.1897,42.7517,18.5172,15.6207,34.1034,32.5862,54.2655,48.2586,6.3448,7.1379,19.931,20.7241,31.5724,34.4966,52.1276,49.5138,10.1034,9.3448,43.0,31.5862,44.2276,51.3069,7.069,8.1724,24.7931,24.0345,13.931,10.4828,6.2069,5.931,2.2759,2.8966,10.4483,12.1724,13.8276,15.5517,66.1724,62.0
MarylandEasternShore,27,23.3704,23.2593,57.8519,53.8148,40.3444,43.3,15.6296,16.4074,33.2222,33.037,47.0926,49.5222,7.7407,6.8519,24.6296,20.7778,32.4111,33.1407,47.0667,49.7111,11.3704,13.0,28.7778,22.1481,55.6889,65.4704,10.8148,9.5556,23.8148,25.963,12.4444,12.7037,10.0741,6.963,2.2593,3.1481,15.4074,17.4074,16.7778,16.0741,65.8519,66.3704
NonDivI-LancasterBibleCollege,2,15.5,34.0,56.5,58.5,27.4,58.45,8.5,26.0,26.0,37.5,32.8,69.3,7.0,8.0,30.5,21.0,21.85,39.1,33.3,65.45,7.0,15.0,41.0,21.5,33.8,70.1,6.5,10.0,18.5,36.5,9.5,20.0,7.0,10.0,1.0,3.5,16.5,14.0,18.0,13.5,45.0,91.0
NonDivI-ColumbiaInternational,2,25.0,33.5,57.0,61.0,43.65,54.9,16.5,30.0,34.0,42.5,48.2,70.55,8.5,3.5,23.0,18.5,36.95,18.9,51.15,57.75,8.5,11.5,47.5,16.0,35.2,76.8,7.0,10.0,20.0,26.0,11.0,16.5,4.5,7.5,1.0,3.0,12.5,7.5,12.5,11.5,67.0,82.0
UNCW,36,25.1111,24.7222,59.1667,56.1944,42.4556,44.4167,17.9722,18.1944,37.75,37.75,47.7694,48.5139,7.1389,6.5278,21.4167,19.5,34.15,34.8972,48.475,50.2556,14.75,13.0,26.3611,23.2222,68.4361,65.4806,10.3056,10.9444,23.1667,26.0278,10.6389,10.0833,7.6111,4.4444,4.0278,2.8889,10.0278,13.5,17.9722,17.5556,72.1111,68.9722
UNCAsheville,32,25.9688,26.3125,56.7188,59.9688,45.7812,43.8156,17.75,20.7188,34.125,40.375,52.5531,51.2531,8.2188,5.5938,22.5938,19.5938,35.8812,29.0531,53.0406,48.5656,15.1562,10.5625,23.3125,27.875,70.1375,55.3781,9.3438,11.5625,24.5625,24.2188,12.6875,12.3438,6.5,6.5,4.8125,2.9375,12.25,13.5,15.7812,18.6562,75.3125,68.7812
Winthrop,32,26.3125,24.5,54.1562,56.875,48.45,43.1344,17.6875,16.4375,30.9375,33.8125,57.4656,48.9219,8.625,8.0625,23.2188,23.0625,36.3562,35.2062,56.3125,50.1406,13.9688,13.125,22.1562,18.625,67.8531,69.7594,8.375,9.1562,25.9062,22.4688,13.375,10.9688,6.4688,7.3125,2.5938,2.5312,14.5938,13.5625,17.9062,19.0312,75.2188,70.1875
CharlestonSouthern,31,24.0323,27.5484,58.9677,59.2258,40.5484,47.0097,15.7742,19.7742,32.2258,36.871,48.8129,54.3452,8.2581,7.7742,26.7419,22.3548,30.7194,35.0129,47.6,53.6323,12.129,13.129,20.4194,25.4516,66.4323,65.4258,10.5806,8.6774,25.5806,27.3226,11.9677,14.5484,6.5484,7.8065,3.0,2.9032,14.6452,12.5161,16.1935,17.0,68.4516,76.0
Radford,29,22.9655,23.4828,55.4138,51.6207,41.6,45.8069,16.0345,16.7586,32.8276,32.3103,49.1552,52.2138,6.931,6.7241,22.5862,19.3103,30.4759,34.7931,47.9345,52.3655,10.3103,13.7241,28.3448,27.7586,53.969,60.331,10.1724,7.931,23.1379,24.931,10.8966,11.4138,6.6207,7.0345,1.5172,3.2759,13.7931,13.4828,17.8966,16.3103,63.1724,67.4138
NorthCarolinaA&T,32,25.1875,24.0312,59.3438,56.0,42.5906,43.1812,18.875,16.1562,39.125,32.9688,48.3844,49.6625,6.3125,7.875,20.2188,23.0312,31.8094,33.8844,47.9625,50.2969,11.0312,14.375,20.9062,22.5,60.6,66.6562,11.1875,10.4375,24.2812,25.8438,12.25,13.9062,7.7812,6.8125,3.2188,2.375,12.6875,13.9375,19.0625,15.5938,67.7188,70.3125
Hampton,28,22.4286,24.7143,56.3571,59.3214,39.75,42.0,16.6786,18.9286,36.6071,39.25,45.3036,48.825,5.75,5.7857,19.75,22.0357,29.05,28.4964,44.9071,46.9357,14.1786,14.2857,26.0,25.8929,61.7214,61.2357,8.4286,11.8571,26.0714,27.7143,10.5714,11.3214,5.2143,6.0714,4.0357,3.0357,12.5714,11.9643,18.4286,18.0,64.7857,69.5
HighPoint,32,25.25,25.0938,57.1562,58.2188,44.3031,43.4406,18.75,18.75,37.75,36.7188,50.0937,51.8219,6.5,6.3438,19.4062,21.5,33.9875,29.7406,49.9781,48.9281,12.5312,13.2188,24.5312,27.8125,59.1,59.5156,10.0938,11.0312,25.5938,25.2812,12.5,13.5312,6.4688,6.625,4.6562,3.4062,13.3438,12.4062,17.3438,17.2188,69.5312,69.75
